catalog_id,base_slug,slot,element,particle_path,particle_sheet_path,pixel_count,connected_component_count,base_opaque_pixel_count,particle_to_base_ratio,overlap_with_key_structure,status,notes
wood_骑士盔,knight_helmet,helmet,wood,04_Element_Particle_Icons_175/Wood/wood_knight_helmet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_knight_helmet_particles_40x208.png,3,1,107,0.028037,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_骑士盔,knight_helmet,helmet,water,04_Element_Particle_Icons_175/Water/water_knight_helmet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_knight_helmet_particles_40x208.png,4,1,107,0.037383,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_骑士盔,knight_helmet,helmet,fire,04_Element_Particle_Icons_175/Fire/fire_knight_helmet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_knight_helmet_particles_40x208.png,4,1,107,0.037383,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_骑士盔,knight_helmet,helmet,earth,04_Element_Particle_Icons_175/Earth/earth_knight_helmet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_knight_helmet_particles_40x208.png,4,2,107,0.037383,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_龙首盔,dragon_head_helmet,helmet,metal,04_Element_Particle_Icons_175/Metal/metal_dragon_head_helmet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_dragon_head_helmet_particles_40x208.png,4,1,106,0.037736,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_龙首盔,dragon_head_helmet,helmet,wood,04_Element_Particle_Icons_175/Wood/wood_dragon_head_helmet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_dragon_head_helmet_particles_40x208.png,3,1,106,0.028302,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_龙首盔,dragon_head_helmet,helmet,water,04_Element_Particle_Icons_175/Water/water_dragon_head_helmet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_dragon_head_helmet_particles_40x208.png,4,1,106,0.037736,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_龙首盔,dragon_head_helmet,helmet,fire,04_Element_Particle_Icons_175/Fire/fire_dragon_head_helmet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_dragon_head_helmet_particles_40x208.png,4,1,106,0.037736,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_龙首盔,dragon_head_helmet,helmet,earth,04_Element_Particle_Icons_175/Earth/earth_dragon_head_helmet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_dragon_head_helmet_particles_40x208.png,4,2,106,0.037736,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_布裤,cloth_pants,pants,metal,04_Element_Particle_Icons_175/Metal/metal_cloth_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_cloth_pants_particles_40x208.png,4,1,147,0.027211,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_布裤,cloth_pants,pants,wood,04_Element_Particle_Icons_175/Wood/wood_cloth_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_cloth_pants_particles_40x208.png,3,1,147,0.020408,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_布裤,cloth_pants,pants,water,04_Element_Particle_Icons_175/Water/water_cloth_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_cloth_pants_particles_40x208.png,4,1,147,0.027211,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_布裤,cloth_pants,pants,fire,04_Element_Particle_Icons_175/Fire/fire_cloth_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_cloth_pants_particles_40x208.png,4,1,147,0.027211,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_布裤,cloth_pants,pants,earth,04_Element_Particle_Icons_175/Earth/earth_cloth_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_cloth_pants_particles_40x208.png,6,1,147,0.040816,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_皮裤,leather_pants,pants,metal,04_Element_Particle_Icons_175/Metal/metal_leather_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_leather_pants_particles_40x208.png,4,1,147,0.027211,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_皮裤,leather_pants,pants,wood,04_Element_Particle_Icons_175/Wood/wood_leather_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_leather_pants_particles_40x208.png,3,1,147,0.020408,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_皮裤,leather_pants,pants,water,04_Element_Particle_Icons_175/Water/water_leather_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_leather_pants_particles_40x208.png,4,1,147,0.027211,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_皮裤,leather_pants,pants,fire,04_Element_Particle_Icons_175/Fire/fire_leather_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_leather_pants_particles_40x208.png,4,1,147,0.027211,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_皮裤,leather_pants,pants,earth,04_Element_Particle_Icons_175/Earth/earth_leather_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_leather_pants_particles_40x208.png,6,1,147,0.040816,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_链甲裤,chainmail_pants,pants,metal,04_Element_Particle_Icons_175/Metal/metal_chainmail_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_chainmail_pants_particles_40x208.png,4,1,147,0.027211,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_链甲裤,chainmail_pants,pants,wood,04_Element_Particle_Icons_175/Wood/wood_chainmail_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_chainmail_pants_particles_40x208.png,3,1,147,0.020408,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_链甲裤,chainmail_pants,pants,water,04_Element_Particle_Icons_175/Water/water_chainmail_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_chainmail_pants_particles_40x208.png,4,1,147,0.027211,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_链甲裤,chainmail_pants,pants,fire,04_Element_Particle_Icons_175/Fire/fire_chainmail_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_chainmail_pants_particles_40x208.png,4,1,147,0.027211,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_链甲裤,chainmail_pants,pants,earth,04_Element_Particle_Icons_175/Earth/earth_chainmail_pants_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_chainmail_pants_particles_40x208.png,6,1,147,0.040816,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_板甲腿铠,plate_greaves,pants,metal,04_Element_Particle_Icons_175/Metal/metal_plate_greaves_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_plate_greaves_particles_40x208.png,4,1,150,0.026667,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_板甲腿铠,plate_greaves,pants,wood,04_Element_Particle_Icons_175/Wood/wood_plate_greaves_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_plate_greaves_particles_40x208.png,3,1,150,0.020000,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_板甲腿铠,plate_greaves,pants,water,04_Element_Particle_Icons_175/Water/water_plate_greaves_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_plate_greaves_particles_40x208.png,4,1,150,0.026667,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_板甲腿铠,plate_greaves,pants,fire,04_Element_Particle_Icons_175/Fire/fire_plate_greaves_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_plate_greaves_particles_40x208.png,4,1,150,0.026667,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_板甲腿铠,plate_greaves,pants,earth,04_Element_Particle_Icons_175/Earth/earth_plate_greaves_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_plate_greaves_particles_40x208.png,6,1,150,0.040000,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_龙鳞腿甲,dragon_scale_legs,pants,metal,04_Element_Particle_Icons_175/Metal/metal_dragon_scale_legs_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_dragon_scale_legs_particles_40x208.png,4,1,150,0.026667,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_龙鳞腿甲,dragon_scale_legs,pants,wood,04_Element_Particle_Icons_175/Wood/wood_dragon_scale_legs_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_dragon_scale_legs_particles_40x208.png,3,1,150,0.020000,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_龙鳞腿甲,dragon_scale_legs,pants,water,04_Element_Particle_Icons_175/Water/water_dragon_scale_legs_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_dragon_scale_legs_particles_40x208.png,4,1,150,0.026667,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_龙鳞腿甲,dragon_scale_legs,pants,fire,04_Element_Particle_Icons_175/Fire/fire_dragon_scale_legs_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_dragon_scale_legs_particles_40x208.png,4,1,150,0.026667,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_龙鳞腿甲,dragon_scale_legs,pants,earth,04_Element_Particle_Icons_175/Earth/earth_dragon_scale_legs_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_dragon_scale_legs_particles_40x208.png,6,1,150,0.040000,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_草编鞋,straw_sandals,boots,metal,04_Element_Particle_Icons_175/Metal/metal_straw_sandals_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_straw_sandals_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_草编鞋,straw_sandals,boots,wood,04_Element_Particle_Icons_175/Wood/wood_straw_sandals_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_straw_sandals_particles_40x208.png,3,1,172,0.017442,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_草编鞋,straw_sandals,boots,water,04_Element_Particle_Icons_175/Water/water_straw_sandals_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_straw_sandals_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_草编鞋,straw_sandals,boots,fire,04_Element_Particle_Icons_175/Fire/fire_straw_sandals_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_straw_sandals_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_草编鞋,straw_sandals,boots,earth,04_Element_Particle_Icons_175/Earth/earth_straw_sandals_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_straw_sandals_particles_40x208.png,4,2,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_皮靴,leather_boots,boots,metal,04_Element_Particle_Icons_175/Metal/metal_leather_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_leather_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_皮靴,leather_boots,boots,wood,04_Element_Particle_Icons_175/Wood/wood_leather_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_leather_boots_particles_40x208.png,3,1,172,0.017442,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_皮靴,leather_boots,boots,water,04_Element_Particle_Icons_175/Water/water_leather_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_leather_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_皮靴,leather_boots,boots,fire,04_Element_Particle_Icons_175/Fire/fire_leather_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_leather_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_皮靴,leather_boots,boots,earth,04_Element_Particle_Icons_175/Earth/earth_leather_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_leather_boots_particles_40x208.png,4,2,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_铁头靴,iron_toe_boots,boots,metal,04_Element_Particle_Icons_175/Metal/metal_iron_toe_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_iron_toe_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_铁头靴,iron_toe_boots,boots,wood,04_Element_Particle_Icons_175/Wood/wood_iron_toe_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_iron_toe_boots_particles_40x208.png,3,1,172,0.017442,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_铁头靴,iron_toe_boots,boots,water,04_Element_Particle_Icons_175/Water/water_iron_toe_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_iron_toe_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_铁头靴,iron_toe_boots,boots,fire,04_Element_Particle_Icons_175/Fire/fire_iron_toe_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_iron_toe_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_铁头靴,iron_toe_boots,boots,earth,04_Element_Particle_Icons_175/Earth/earth_iron_toe_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_iron_toe_boots_particles_40x208.png,4,2,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_疾风靴,wind_boots,boots,metal,04_Element_Particle_Icons_175/Metal/metal_wind_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_wind_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_疾风靴,wind_boots,boots,wood,04_Element_Particle_Icons_175/Wood/wood_wind_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_wind_boots_particles_40x208.png,3,1,172,0.017442,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_疾风靴,wind_boots,boots,water,04_Element_Particle_Icons_175/Water/water_wind_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_wind_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_疾风靴,wind_boots,boots,fire,04_Element_Particle_Icons_175/Fire/fire_wind_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_wind_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_疾风靴,wind_boots,boots,earth,04_Element_Particle_Icons_175/Earth/earth_wind_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_wind_boots_particles_40x208.png,4,2,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_龙行靴,dragon_walk_boots,boots,metal,04_Element_Particle_Icons_175/Metal/metal_dragon_walk_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_dragon_walk_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_龙行靴,dragon_walk_boots,boots,wood,04_Element_Particle_Icons_175/Wood/wood_dragon_walk_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_dragon_walk_boots_particles_40x208.png,3,1,172,0.017442,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_龙行靴,dragon_walk_boots,boots,water,04_Element_Particle_Icons_175/Water/water_dragon_walk_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_dragon_walk_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_龙行靴,dragon_walk_boots,boots,fire,04_Element_Particle_Icons_175/Fire/fire_dragon_walk_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_dragon_walk_boots_particles_40x208.png,4,1,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_龙行靴,dragon_walk_boots,boots,earth,04_Element_Particle_Icons_175/Earth/earth_dragon_walk_boots_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_dragon_walk_boots_particles_40x208.png,4,2,172,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_木刻护符,carved_wood_amulet,accessory,metal,04_Element_Particle_Icons_175/Metal/metal_carved_wood_amulet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_carved_wood_amulet_particles_40x208.png,4,1,74,0.054054,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_木刻护符,carved_wood_amulet,accessory,wood,04_Element_Particle_Icons_175/Wood/wood_carved_wood_amulet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_carved_wood_amulet_particles_40x208.png,3,1,74,0.040541,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_木刻护符,carved_wood_amulet,accessory,water,04_Element_Particle_Icons_175/Water/water_carved_wood_amulet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_carved_wood_amulet_particles_40x208.png,4,1,74,0.054054,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_木刻护符,carved_wood_amulet,accessory,fire,04_Element_Particle_Icons_175/Fire/fire_carved_wood_amulet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_carved_wood_amulet_particles_40x208.png,4,1,74,0.054054,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_木刻护符,carved_wood_amulet,accessory,earth,04_Element_Particle_Icons_175/Earth/earth_carved_wood_amulet_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_carved_wood_amulet_particles_40x208.png,4,2,74,0.054054,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_铜纹戒指,engraved_copper_ring,accessory,metal,04_Element_Particle_Icons_175/Metal/metal_engraved_copper_ring_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_engraved_copper_ring_particles_40x208.png,4,1,96,0.041667,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_铜纹戒指,engraved_copper_ring,accessory,wood,04_Element_Particle_Icons_175/Wood/wood_engraved_copper_ring_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_engraved_copper_ring_particles_40x208.png,3,1,96,0.031250,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_铜纹戒指,engraved_copper_ring,accessory,water,04_Element_Particle_Icons_175/Water/water_engraved_copper_ring_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_engraved_copper_ring_particles_40x208.png,4,1,96,0.041667,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_铜纹戒指,engraved_copper_ring,accessory,fire,04_Element_Particle_Icons_175/Fire/fire_engraved_copper_ring_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_engraved_copper_ring_particles_40x208.png,4,1,96,0.041667,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_铜纹戒指,engraved_copper_ring,accessory,earth,04_Element_Particle_Icons_175/Earth/earth_engraved_copper_ring_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_engraved_copper_ring_particles_40x208.png,4,2,96,0.041667,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_银辉徽章,silver_badge,accessory,metal,04_Element_Particle_Icons_175/Metal/metal_silver_badge_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_silver_badge_particles_40x208.png,4,1,123,0.032520,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_银辉徽章,silver_badge,accessory,wood,04_Element_Particle_Icons_175/Wood/wood_silver_badge_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_silver_badge_particles_40x208.png,3,1,123,0.024390,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_银辉徽章,silver_badge,accessory,water,04_Element_Particle_Icons_175/Water/water_silver_badge_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_silver_badge_particles_40x208.png,4,1,123,0.032520,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_银辉徽章,silver_badge,accessory,fire,04_Element_Particle_Icons_175/Fire/fire_silver_badge_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_silver_badge_particles_40x208.png,4,1,123,0.032520,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_银辉徽章,silver_badge,accessory,earth,04_Element_Particle_Icons_175/Earth/earth_silver_badge_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_silver_badge_particles_40x208.png,4,2,123,0.032520,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_秘语契珠,whisper_orb,accessory,metal,04_Element_Particle_Icons_175/Metal/metal_whisper_orb_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_whisper_orb_particles_40x208.png,4,1,129,0.031008,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_秘语契珠,whisper_orb,accessory,wood,04_Element_Particle_Icons_175/Wood/wood_whisper_orb_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_whisper_orb_particles_40x208.png,3,1,129,0.023256,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_秘语契珠,whisper_orb,accessory,water,04_Element_Particle_Icons_175/Water/water_whisper_orb_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_whisper_orb_particles_40x208.png,4,1,129,0.031008,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_秘语契珠,whisper_orb,accessory,fire,04_Element_Particle_Icons_175/Fire/fire_whisper_orb_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_whisper_orb_particles_40x208.png,4,1,129,0.031008,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_秘语契珠,whisper_orb,accessory,earth,04_Element_Particle_Icons_175/Earth/earth_whisper_orb_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_whisper_orb_particles_40x208.png,4,2,129,0.031008,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
metal_圣辉遗物,sacred_relic,accessory,metal,04_Element_Particle_Icons_175/Metal/metal_sacred_relic_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Metal/metal_sacred_relic_particles_40x208.png,4,1,121,0.033058,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
wood_圣辉遗物,sacred_relic,accessory,wood,04_Element_Particle_Icons_175/Wood/wood_sacred_relic_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Wood/wood_sacred_relic_particles_40x208.png,3,1,121,0.024793,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
water_圣辉遗物,sacred_relic,accessory,water,04_Element_Particle_Icons_175/Water/water_sacred_relic_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Water/water_sacred_relic_particles_40x208.png,4,1,121,0.033058,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
fire_圣辉遗物,sacred_relic,accessory,fire,04_Element_Particle_Icons_175/Fire/fire_sacred_relic_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Fire/fire_sacred_relic_particles_40x208.png,4,1,121,0.033058,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
earth_圣辉遗物,sacred_relic,accessory,earth,04_Element_Particle_Icons_175/Earth/earth_sacred_relic_particles_20x20.png,05_Element_Particle_40x208_Layers_175/Earth/earth_sacred_relic_particles_40x208.png,4,2,121,0.033058,0,GENERATED_PENDING_QA,"Independent particle-only layer; no rarity, affix, or body pixels."
